CÓDIGO PRINCIPAL,DESCRIPCIÓN DIAGNÓSTICO PRINCIPAL,CÓDIGO SECUNDARIO,DESCRIPCIÓN DIAGNÓSTICO SECUNDARIO,RATIO
F42,Trastorno obsesivo-compulsivo,F18,Trastornos relacionados con inhalantes,1.2751937984
F42,Trastorno obsesivo-compulsivo,F19,Trastornos relacionados con otras sustancias psicoactivas,1.2751937984
F42,Trastorno obsesivo-compulsivo,F21,Trastorno esquizotípico,1.2480620155
F42,Trastorno obsesivo-compulsivo,F30,Episodio maníaco,1.2674418605
F42,Trastorno obsesivo-compulsivo,F31,Trastorno bipolar,1.2674418605
F42,Trastorno obsesivo-compulsivo,F32,"Trastorno depresivo mayor, episodio único",1.2674418605
F42,Trastorno obsesivo-compulsivo,F33,"Trastorno depresivo mayor, recurrente",1.2674418605
F42,Trastorno obsesivo-compulsivo,F34,Trastornos persistentes del estado de ánimo [afectivos],1.2480620155
F42,Trastorno obsesivo-compulsivo,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.2674418605
F42,Trastorno obsesivo-compulsivo,F50,Trastornos de la conducta alimentaria,1.2751937984
F42,Trastorno obsesivo-compulsivo,F51,Trastornos del sueño no debidos a sustancia ni afección fisiológica conocida,1.2751937984
F42,Trastorno obsesivo-compulsivo,F53,Psicosis puerperal,1.0852713178
F42,Trastorno obsesivo-compulsivo,F55,Abuso de sustancias no psicoactivas,1.1317829457
F42,Trastorno obsesivo-compulsivo,F60,Trastornos específicos de personalidad,1.2480620155
F42,Trastorno obsesivo-compulsivo,F68,Otros trastornos de personalidad y comportamiento del adulto,1.2480620155
F42,Trastorno obsesivo-compulsivo,F69,"Trastorno de personalidad y comportamiento del adulto, no especificado",1.2480620155
F42,Trastorno obsesivo-compulsivo,F93,Trastornos emocionales con inicio específico en la infancia,1.1705426357
F42,Trastorno obsesivo-compulsivo,F95,Trastorno de tics,1.2751937984
F42,Trastorno obsesivo-compulsivo,F98,Otros trastornos de conducta y emociones cuyo inicio se presenta habitualmente en infancia y adolescencia,1.2751937984
F42,Trastorno obsesivo-compulsivo,G10,Enfermedad de Huntington,1.2248062016
F42,Trastorno obsesivo-compulsivo,G21,Parkinsonismo secundario,1.2248062016
F42,Trastorno obsesivo-compulsivo,G23,Otras enfermedades degenerativas de los núcleos de la base,1.2248062016
F42,Trastorno obsesivo-compulsivo,G24,Distonía,1.2248062016
F42,Trastorno obsesivo-compulsivo,G25,Otros trastornos extrapiramidales y del movimiento,1.2248062016
F42,Trastorno obsesivo-compulsivo,G26,Trastornos extrapiramidales y del movimiento en enfermedades clasificadas bajo otro concepto,1.2248062016
F42,Trastorno obsesivo-compulsivo,G40,Epilepsia y crisis epilépticas recurrentes,1.1240310078
F42,Trastorno obsesivo-compulsivo,G43,Migraña,1.0503875969
F42,Trastorno obsesivo-compulsivo,G47,Trastornos del sueño,1.0775193798
F42,Trastorno obsesivo-compulsivo,G56,Mononeuropatías de extremidad superior,1.1627906977
F42,Trastorno obsesivo-compulsivo,G58,Otras mononeuropatías,1.1627906977
F42,Trastorno obsesivo-compulsivo,H81,Trastornos de la función vestibular,1.0620155039
F42,Trastorno obsesivo-compulsivo,H82,Síndromes vertiginosos en enfermedades clasificadas bajo otro concepto,1.0620155039
F42,Trastorno obsesivo-compulsivo,H83,Otras enfermedades del oído interno,1.0620155039
F42,Trastorno obsesivo-compulsivo,I46,Paro cardiaco,1.1007751938
F42,Trastorno obsesivo-compulsivo,I47,Taquicardia paroxística,1.1007751938
F42,Trastorno obsesivo-compulsivo,I48,Fibrilación y flutter auricular,1.1007751938
F42,Trastorno obsesivo-compulsivo,I49,Otras arritmias cardiacas,1.1007751938
F42,Trastorno obsesivo-compulsivo,K51,Colitis ulcerosa,1.1279069767
F42,Trastorno obsesivo-compulsivo,M05,Artritis reumatoide con factor reumatoide,1.0930232558
F42,Trastorno obsesivo-compulsivo,M06,Otros tipos de artritis reumatoide,1.0930232558
F42,Trastorno obsesivo-compulsivo,M08,Artritis juvenil,1.0930232558
F42,Trastorno obsesivo-compulsivo,M12,Otras artropatías y las no especificadas,1.0930232558
F42,Trastorno obsesivo-compulsivo,M15,Poliartrosis,1.1007751938
F42,Trastorno obsesivo-compulsivo,M16,Artrosis de cadera,1.1007751938
F42,Trastorno obsesivo-compulsivo,M17,Artrosis de rodilla,1.1007751938
F42,Trastorno obsesivo-compulsivo,M18,Artrosis de primera articulación carpometacarpiana,1.1007751938
F42,Trastorno obsesivo-compulsivo,M19,Otras artrosis y las no especificadas,1.1007751938
F42,Trastorno obsesivo-compulsivo,M23,Trastorno interno de rodilla,1.1744186047
F42,Trastorno obsesivo-compulsivo,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.1124031008
F42,Trastorno obsesivo-compulsivo,M47,Espondilosis,1.0775193798
F42,Trastorno obsesivo-compulsivo,M48,Otras espondilopatías,1.0310077519
F42,Trastorno obsesivo-compulsivo,M50,Trastornos de disco cervical,1.1589147287
F42,Trastorno obsesivo-compulsivo,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.1589147287
F42,Trastorno obsesivo-compulsivo,M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",1.0813953488
F42,Trastorno obsesivo-compulsivo,M54,Dorsalgia,1.0813953488
F42,Trastorno obsesivo-compulsivo,M60,Miositis,1.0930232558
F42,Trastorno obsesivo-compulsivo,M65,Sinovitis y tenosinovitis,1.2441860465
F42,Trastorno obsesivo-compulsivo,M66,Ruptura espontánea de membrana sinovial y tendón,1.2441860465
F42,Trastorno obsesivo-compulsivo,M67,Otros trastornos de membrana sinovial y tendón,1.2441860465
F42,Trastorno obsesivo-compulsivo,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.1279069767
F42,Trastorno obsesivo-compulsivo,M71,Otras bursopatías,1.2441860465
F42,Trastorno obsesivo-compulsivo,M75,Lesiones de hombro,1.1279069767
F42,Trastorno obsesivo-compulsivo,M76,"Entesopatías, extremidad inferior, excluido el pie",1.1279069767
F42,Trastorno obsesivo-compulsivo,M77,Otros tipos de entesopatías,1.1279069767
F42,Trastorno obsesivo-compulsivo,M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",1.0930232558
F42,Trastorno obsesivo-compulsivo,N23,Cólico renal no especificado,1.2364341085
F42,Trastorno obsesivo-compulsivo,R04,Hemorragia de las vías respiratorias,1.1124031008
F42,Trastorno obsesivo-compulsivo,R05,Tos,1.0891472868
F42,Trastorno obsesivo-compulsivo,R06,Alteraciones de la respiración,1.0891472868
F42,Trastorno obsesivo-compulsivo,R07,Dolor de garganta y de tórax,1.1124031008
F42,Trastorno obsesivo-compulsivo,R30,Dolor asociado a la micción,1.2364341085
F42,Trastorno obsesivo-compulsivo,R32,Incontinencia urinaria no especificada,1.2364341085
F42,Trastorno obsesivo-compulsivo,R33,Retención urinaria,1.2364341085
F42,Trastorno obsesivo-compulsivo,R34,Anuria y oliguria,1.2364341085
F42,Trastorno obsesivo-compulsivo,R35,Poliuria,1.2364341085
F42,Trastorno obsesivo-compulsivo,R36,Secreción uretral,1.2364341085
F42,Trastorno obsesivo-compulsivo,R39,"Otros síntomas y signos que afectan al aparato genitourinario, y los no especificados",1.2364341085
F42,Trastorno obsesivo-compulsivo,R40,"Somnolencia, estupor y coma",1.0775193798
F42,Trastorno obsesivo-compulsivo,R41,Otros síntomas y signos que afectan a las funciones cognitivas y la conciencia,1.0775193798
F42,Trastorno obsesivo-compulsivo,R42,Mareo y desvanecimiento,1.0775193798
F42,Trastorno obsesivo-compulsivo,R44,Otros síntomas y signos que afectan a las sensaciones y percepciones generales,1.0775193798
F42,Trastorno obsesivo-compulsivo,R47,"Alteraciones del habla, no clasificadas bajo otro concepto",1.1124031008
F42,Trastorno obsesivo-compulsivo,R49,Trastornos de la voz y la resonancia,1.1124031008
F42,Trastorno obsesivo-compulsivo,R50,Fiebre de otro origen y de origen desconocido,1.0775193798
F42,Trastorno obsesivo-compulsivo,R51,Cefalea,1.1124031008
F42,Trastorno obsesivo-compulsivo,R53,Malestar y fatiga,1.0775193798
F42,Trastorno obsesivo-compulsivo,R55,Síncope y colapso,1.0775193798
F42,Trastorno obsesivo-compulsivo,R56,"Convulsiones, no clasificadas bajo otro concepto",1.0775193798
F42,Trastorno obsesivo-compulsivo,R61,Hiperhidrosis generalizada,1.0775193798
F42,Trastorno obsesivo-compulsivo,R68,Otros síntomas y signos generales,1.0775193798
F42,Trastorno obsesivo-compulsivo,R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central,1.1124031008
F42,Trastorno obsesivo-compulsivo,S52,Fractura de antebrazo,1.2286821705
F42,Trastorno obsesivo-compulsivo,S59,Otros traumatismos y los no especificados de codo y antebrazo,1.2286821705
F44,Trastornos disociativos y de conversión,C50,Neoplasia maligna de mama,1.1240310078
F44,Trastornos disociativos y de conversión,D50,Anemia por carencia de hierro,1.0387596899
F44,Trastornos disociativos y de conversión,E07,Otros trastornos tiroideos,1.1627906977
F44,Trastornos disociativos y de conversión,E10,Diabetes mellitus tipo 1,1.1899224806
F44,Trastornos disociativos y de conversión,E11,Diabetes mellitus tipo 2,1.1899224806
F44,Trastornos disociativos y de conversión,E35,Trastornos de glándulas endocrinas en enfermedades clasificadas bajo otro concepto,1.1627906977
F44,Trastornos disociativos y de conversión,E65,Adiposidad localizada,1.2751937984
F44,Trastornos disociativos y de conversión,E66,Sobrepeso y obesidad,1.2751937984
F44,Trastornos disociativos y de conversión,E67,Otros tipos de hiperalimentación,1.2751937984
F44,Trastornos disociativos y de conversión,E68,Secuelas de hiperalimentación,1.2751937984
F44,Trastornos disociativos y de conversión,F05,Delirio debido a afección fisiológica conocida,1.0852713178
F44,Trastornos disociativos y de conversión,F06,Otros trastornos mentales debidos a afección fisiológica conocida,1.0852713178
F44,Trastornos disociativos y de conversión,F10,Trastornos relacionados con alcohol,1.1899224806
F44,Trastornos disociativos y de conversión,F13,"Trastornos relacionados con sedantes, hipnóticos o ansiolíticos",1.1317829457
F44,Trastornos disociativos y de conversión,F14,Trastornos relacionados con cocaína,1.2751937984
F44,Trastornos disociativos y de conversión,F16,Trastornos relacionados con alucinógenos,1.1317829457
F44,Trastornos disociativos y de conversión,F17,Dependencia de nicotina,1.1317829457
F44,Trastornos disociativos y de conversión,F18,Trastornos relacionados con inhalantes,1.2751937984
F44,Trastornos disociativos y de conversión,F19,Trastornos relacionados con otras sustancias psicoactivas,1.2751937984
F44,Trastornos disociativos y de conversión,F21,Trastorno esquizotípico,1.2480620155
F44,Trastornos disociativos y de conversión,F30,Episodio maníaco,1.2674418605
F44,Trastornos disociativos y de conversión,F31,Trastorno bipolar,1.2674418605
F44,Trastornos disociativos y de conversión,F32,"Trastorno depresivo mayor, episodio único",1.2674418605
F44,Trastornos disociativos y de conversión,F33,"Trastorno depresivo mayor, recurrente",1.2674418605
F44,Trastornos disociativos y de conversión,F34,Trastornos persistentes del estado de ánimo [afectivos],1.2480620155
F44,Trastornos disociativos y de conversión,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.2674418605
F44,Trastornos disociativos y de conversión,F50,Trastornos de la conducta alimentaria,1.2751937984
F44,Trastornos disociativos y de conversión,F51,Trastornos del sueño no debidos a sustancia ni afección fisiológica conocida,1.2751937984
F44,Trastornos disociativos y de conversión,F53,Psicosis puerperal,1.0852713178
F44,Trastornos disociativos y de conversión,F55,Abuso de sustancias no psicoactivas,1.1317829457
F44,Trastornos disociativos y de conversión,F60,Trastornos específicos de personalidad,1.2480620155
F44,Trastornos disociativos y de conversión,F68,Otros trastornos de personalidad y comportamiento del adulto,1.2480620155
F44,Trastornos disociativos y de conversión,F69,"Trastorno de personalidad y comportamiento del adulto, no especificado",1.2480620155
F44,Trastornos disociativos y de conversión,F93,Trastornos emocionales con inicio específico en la infancia,1.1705426357
F44,Trastornos disociativos y de conversión,F95,Trastorno de tics,1.2751937984
F44,Trastornos disociativos y de conversión,F98,Otros trastornos de conducta y emociones cuyo inicio se presenta habitualmente en infancia y adolescencia,1.2751937984
F44,Trastornos disociativos y de conversión,G10,Enfermedad de Huntington,1.2248062016
F44,Trastornos disociativos y de conversión,G21,Parkinsonismo secundario,1.2248062016
F44,Trastornos disociativos y de conversión,G23,Otras enfermedades degenerativas de los núcleos de la base,1.2248062016
F44,Trastornos disociativos y de conversión,G24,Distonía,1.2248062016
F44,Trastornos disociativos y de conversión,G25,Otros trastornos extrapiramidales y del movimiento,1.2248062016
F44,Trastornos disociativos y de conversión,G26,Trastornos extrapiramidales y del movimiento en enfermedades clasificadas bajo otro concepto,1.2248062016
F44,Trastornos disociativos y de conversión,G40,Epilepsia y crisis epilépticas recurrentes,1.1240310078
F44,Trastornos disociativos y de conversión,G43,Migraña,1.0503875969
F44,Trastornos disociativos y de conversión,G47,Trastornos del sueño,1.0775193798
F44,Trastornos disociativos y de conversión,G56,Mononeuropatías de extremidad superior,1.1627906977
F44,Trastornos disociativos y de conversión,G58,Otras mononeuropatías,1.1627906977
F44,Trastornos disociativos y de conversión,H81,Trastornos de la función vestibular,1.0620155039
F44,Trastornos disociativos y de conversión,H82,Síndromes vertiginosos en enfermedades clasificadas bajo otro concepto,1.0620155039
F44,Trastornos disociativos y de conversión,H83,Otras enfermedades del oído interno,1.0620155039
F44,Trastornos disociativos y de conversión,I46,Paro cardiaco,1.1007751938
F44,Trastornos disociativos y de conversión,I47,Taquicardia paroxística,1.1007751938
F44,Trastornos disociativos y de conversión,I48,Fibrilación y flutter auricular,1.1007751938
F44,Trastornos disociativos y de conversión,I49,Otras arritmias cardiacas,1.1007751938
F44,Trastornos disociativos y de conversión,K51,Colitis ulcerosa,1.1279069767
F44,Trastornos disociativos y de conversión,M05,Artritis reumatoide con factor reumatoide,1.0930232558
F44,Trastornos disociativos y de conversión,M06,Otros tipos de artritis reumatoide,1.0930232558
F44,Trastornos disociativos y de conversión,M08,Artritis juvenil,1.0930232558
F44,Trastornos disociativos y de conversión,M12,Otras artropatías y las no especificadas,1.0930232558
F44,Trastornos disociativos y de conversión,M15,Poliartrosis,1.1007751938
F44,Trastornos disociativos y de conversión,M16,Artrosis de cadera,1.1007751938
F44,Trastornos disociativos y de conversión,M17,Artrosis de rodilla,1.1007751938
F44,Trastornos disociativos y de conversión,M18,Artrosis de primera articulación carpometacarpiana,1.1007751938
F44,Trastornos disociativos y de conversión,M19,Otras artrosis y las no especificadas,1.1007751938
F44,Trastornos disociativos y de conversión,M23,Trastorno interno de rodilla,1.1744186047
F44,Trastornos disociativos y de conversión,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.1124031008
F44,Trastornos disociativos y de conversión,M47,Espondilosis,1.0775193798
F44,Trastornos disociativos y de conversión,M48,Otras espondilopatías,1.0310077519
F44,Trastornos disociativos y de conversión,M50,Trastornos de disco cervical,1.1589147287
F44,Trastornos disociativos y de conversión,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.1589147287
F44,Trastornos disociativos y de conversión,M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",1.0813953488
F44,Trastornos disociativos y de conversión,M54,Dorsalgia,1.0813953488
F44,Trastornos disociativos y de conversión,M60,Miositis,1.0930232558
F44,Trastornos disociativos y de conversión,M65,Sinovitis y tenosinovitis,1.2441860465
F44,Trastornos disociativos y de conversión,M66,Ruptura espontánea de membrana sinovial y tendón,1.2441860465
F44,Trastornos disociativos y de conversión,M67,Otros trastornos de membrana sinovial y tendón,1.2441860465
F44,Trastornos disociativos y de conversión,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.1279069767
F44,Trastornos disociativos y de conversión,M71,Otras bursopatías,1.2441860465
F44,Trastornos disociativos y de conversión,M75,Lesiones de hombro,1.1279069767
F44,Trastornos disociativos y de conversión,M76,"Entesopatías, extremidad inferior, excluido el pie",1.1279069767
F44,Trastornos disociativos y de conversión,M77,Otros tipos de entesopatías,1.1279069767
