CÓDIGO,DESCRIPCIÓN,GRUPO EDAD,RATIO
I20,Angina de pecho,56-65,1.13
I21,Infarto agudo de miocardio con elevación de ST (IAMCEST) y sin elevación de ST (IAMSEST),26-35,0.76
I21,Infarto agudo de miocardio con elevación de ST (IAMCEST) y sin elevación de ST (IAMSEST),36-45,0.86
I21,Infarto agudo de miocardio con elevación de ST (IAMCEST) y sin elevación de ST (IAMSEST),46-55,0.97
I21,Infarto agudo de miocardio con elevación de ST (IAMCEST) y sin elevación de ST (IAMSEST),56-65,1.1
I24,Otras enfermedades isquémicas agudas cardiacas,26-35,0.89
I24,Otras enfermedades isquémicas agudas cardiacas,36-45,0.87
I24,Otras enfermedades isquémicas agudas cardiacas,46-55,0.95
I24,Otras enfermedades isquémicas agudas cardiacas,56-65,1.08
I25,Enfermedad isquémica crónica cardiaca,26-35,0.5
I25,Enfermedad isquémica crónica cardiaca,36-45,0.79
I25,Enfermedad isquémica crónica cardiaca,46-55,1
I25,Enfermedad isquémica crónica cardiaca,56-65,1.04
I26,Embolia pulmonar,16-25,0.72
I26,Embolia pulmonar,26-35,0.8
I26,Embolia pulmonar,36-45,0.93
I26,Embolia pulmonar,46-55,0.99
I26,Embolia pulmonar,56-65,1.23
I27,Otros tipos de enfermedad pulmonar cardiaca,26-35,0.92
I27,Otros tipos de enfermedad pulmonar cardiaca,36-45,0.9
I27,Otros tipos de enfermedad pulmonar cardiaca,46-55,0.84
I27,Otros tipos de enfermedad pulmonar cardiaca,56-65,1.19
I28,Otras enfermedades de los vasos pulmonares,46-55,1.02
I28,Otras enfermedades de los vasos pulmonares,56-65,1.58
I30,Pericarditis aguda,16-25,0.71
I30,Pericarditis aguda,26-35,0.85
I30,Pericarditis aguda,36-45,1.01
I30,Pericarditis aguda,46-55,1.06
I30,Pericarditis aguda,56-65,1.5
I31,Otras enfermedades del pericardio,16-25,0.5
I31,Otras enfermedades del pericardio,26-35,0.79
I31,Otras enfermedades del pericardio,36-45,1.01
I31,Otras enfermedades del pericardio,46-55,1.12
I31,Otras enfermedades del pericardio,56-65,1.51
I32,Pericarditis en enfermedades clasificadas bajo otro concepto,16-25,0.71
I32,Pericarditis en enfermedades clasificadas bajo otro concepto,26-35,0.85
I32,Pericarditis en enfermedades clasificadas bajo otro concepto,36-45,1.01
I32,Pericarditis en enfermedades clasificadas bajo otro concepto,46-55,1.06
I32,Pericarditis en enfermedades clasificadas bajo otro concepto,56-65,1.5
I33,Endocarditis aguda y subaguda,36-45,0.8
I33,Endocarditis aguda y subaguda,46-55,0.94
I33,Endocarditis aguda y subaguda,56-65,1.07
I34,Trastornos de válvula mitral no reumáticos,26-35,0.74
I34,Trastornos de válvula mitral no reumáticos,36-45,0.87
I34,Trastornos de válvula mitral no reumáticos,46-55,0.98
I34,Trastornos de válvula mitral no reumáticos,56-65,1.12
I35,Trastornos de válvula aórtica no reumáticos,26-35,0.74
I35,Trastornos de válvula aórtica no reumáticos,36-45,0.87
I35,Trastornos de válvula aórtica no reumáticos,46-55,0.98
I35,Trastornos de válvula aórtica no reumáticos,56-65,1.12
I39,Endocarditis y trastornos de las válvulas cardiacas en enfermedades clasificadas bajo otro concepto,36-45,0.8
I39,Endocarditis y trastornos de las válvulas cardiacas en enfermedades clasificadas bajo otro concepto,46-55,0.94
I39,Endocarditis y trastornos de las válvulas cardiacas en enfermedades clasificadas bajo otro concepto,56-65,1.07
I40,Miocarditis aguda,16-25,0.73
I40,Miocarditis aguda,26-35,1.01
I40,Miocarditis aguda,36-45,0.91
I40,Miocarditis aguda,46-55,1.35
I42,Miocardiopatía,26-35,0.76
I42,Miocardiopatía,36-45,0.93
I42,Miocardiopatía,46-55,1.01
I42,Miocardiopatía,56-65,1.09
I43,Miocardiopatía en enfermedades clasificadas bajo otro concepto,26-35,0.76
I43,Miocardiopatía en enfermedades clasificadas bajo otro concepto,36-45,0.93
I43,Miocardiopatía en enfermedades clasificadas bajo otro concepto,46-55,1.01
I43,Miocardiopatía en enfermedades clasificadas bajo otro concepto,56-65,1.09
I44,Bloqueo auriculoventricular y de rama izquierda del haz,16-25,0.81
I44,Bloqueo auriculoventricular y de rama izquierda del haz,26-35,0.57
I44,Bloqueo auriculoventricular y de rama izquierda del haz,36-45,0.84
I44,Bloqueo auriculoventricular y de rama izquierda del haz,46-55,0.91
I44,Bloqueo auriculoventricular y de rama izquierda del haz,56-65,1.44
I45,Otros trastornos de conducción,16-25,0.81
I45,Otros trastornos de conducción,26-35,0.57
I45,Otros trastornos de conducción,36-45,0.84
I45,Otros trastornos de conducción,46-55,0.91
I45,Otros trastornos de conducción,56-65,1.44
I46,Paro cardiaco,16-25,0.45
I46,Paro cardiaco,26-35,0.7
I46,Paro cardiaco,36-45,0.71
I46,Paro cardiaco,46-55,0.97
I46,Paro cardiaco,56-65,1.29
I47,Taquicardia paroxística,16-25,0.45
I47,Taquicardia paroxística,26-35,0.7
I47,Taquicardia paroxística,36-45,0.71
I47,Taquicardia paroxística,46-55,0.97
I47,Taquicardia paroxística,56-65,1.29
I48,Fibrilación y flutter auricular,16-25,0.45
I48,Fibrilación y flutter auricular,26-35,0.7
I48,Fibrilación y flutter auricular,36-45,0.71
I48,Fibrilación y flutter auricular,46-55,0.97
I48,Fibrilación y flutter auricular,56-65,1.29
I49,Otras arritmias cardiacas,16-25,0.45
I49,Otras arritmias cardiacas,26-35,0.7
I49,Otras arritmias cardiacas,36-45,0.71
I49,Otras arritmias cardiacas,46-55,0.97
I49,Otras arritmias cardiacas,56-65,1.29
I50,Insuficiencia cardiaca,26-35,0.86
I50,Insuficiencia cardiaca,36-45,0.86
I50,Insuficiencia cardiaca,46-55,0.98
I50,Insuficiencia cardiaca,56-65,1.04
I51,Complicaciones y descripciones mal definidas de enfermedad cardiaca,16-25,0.66
I51,Complicaciones y descripciones mal definidas de enfermedad cardiaca,26-35,0.59
I51,Complicaciones y descripciones mal definidas de enfermedad cardiaca,36-45,0.77
I51,Complicaciones y descripciones mal definidas de enfermedad cardiaca,46-55,1
I51,Complicaciones y descripciones mal definidas de enfermedad cardiaca,56-65,1.33
I60,Hemorragia subaracnoidea no traumática,26-35,0.82
I60,Hemorragia subaracnoidea no traumática,36-45,1
I60,Hemorragia subaracnoidea no traumática,46-55,1.04
I60,Hemorragia subaracnoidea no traumática,56-65,1
I62,Otra hemorragia intracraneal no traumática y las no especificadas,26-35,0.94
I62,Otra hemorragia intracraneal no traumática y las no especificadas,36-45,1.1
I62,Otra hemorragia intracraneal no traumática y las no especificadas,46-55,1.09
I62,Otra hemorragia intracraneal no traumática y las no especificadas,56-65,0.92
I63,Infarto cerebral,36-45,0.72
I63,Infarto cerebral,46-55,0.94
I63,Infarto cerebral,56-65,1.16
I65,"Oclusión y estenosis de arterias precerebrales, que no produce infarto cerebral",36-45,0.72
I65,"Oclusión y estenosis de arterias precerebrales, que no produce infarto cerebral",46-55,0.94
I65,"Oclusión y estenosis de arterias precerebrales, que no produce infarto cerebral",56-65,1.16
I66,"Oclusión y estenosis de arterias cerebrales, que no produce infarto cerebral",26-35,0.8
I66,"Oclusión y estenosis de arterias cerebrales, que no produce infarto cerebral",36-45,0.84
I66,"Oclusión y estenosis de arterias cerebrales, que no produce infarto cerebral",46-55,1
I66,"Oclusión y estenosis de arterias cerebrales, que no produce infarto cerebral",56-65,1.08
I67,Otras enfermedades cerebrovasculares,26-35,0.79
I67,Otras enfermedades cerebrovasculares,36-45,0.91
I67,Otras enfermedades cerebrovasculares,46-55,0.97
I67,Otras enfermedades cerebrovasculares,56-65,1.08
I69,Secuelas de enfermedad cerebrovascular,16-25,0.4
I69,Secuelas de enfermedad cerebrovascular,26-35,0.65
I69,Secuelas de enfermedad cerebrovascular,36-45,0.85
I69,Secuelas de enfermedad cerebrovascular,46-55,1.09
I69,Secuelas de enfermedad cerebrovascular,56-65,1.47
I70,Aterosclerosis,36-45,0.84
I70,Aterosclerosis,46-55,0.98
I70,Aterosclerosis,56-65,1.06
I71,Aneurisma y disección aórticos,26-35,0.77
I71,Aneurisma y disección aórticos,36-45,0.97
I71,Aneurisma y disección aórticos,46-55,0.98
I71,Aneurisma y disección aórticos,56-65,1.05
I72,Otros tipos de aneurisma,26-35,0.54
I72,Otros tipos de aneurisma,36-45,0.88
I72,Otros tipos de aneurisma,46-55,1.06
I72,Otros tipos de aneurisma,56-65,1.12
I74,Embolia y trombosis arterial,26-35,0.86
I74,Embolia y trombosis arterial,36-45,0.86
I74,Embolia y trombosis arterial,46-55,1.03
I74,Embolia y trombosis arterial,56-65,1.08
I77,Otros trastornos de arterias y arteriolas,16-25,0.51
I77,Otros trastornos de arterias y arteriolas,26-35,0.56
I77,Otros trastornos de arterias y arteriolas,36-45,0.86
I77,Otros trastornos de arterias y arteriolas,46-55,0.99
I77,Otros trastornos de arterias y arteriolas,56-65,1.38
I80,Flebitis y tromboflebitis,16-25,0.77
I80,Flebitis y tromboflebitis,26-35,0.95
I80,Flebitis y tromboflebitis,36-45,0.85
I80,Flebitis y tromboflebitis,46-55,0.99
I80,Flebitis y tromboflebitis,56-65,1.24
I82,Otros tipos de embolia y trombosis venosa,16-25,0.65
I82,Otros tipos de embolia y trombosis venosa,26-35,0.85
I82,Otros tipos de embolia y trombosis venosa,36-45,0.89
I82,Otros tipos de embolia y trombosis venosa,46-55,1.02
I82,Otros tipos de embolia y trombosis venosa,56-65,1.26
I83,Venas varicosas de extremidades inferiores,16-25,0.75
I83,Venas varicosas de extremidades inferiores,26-35,0.9
I83,Venas varicosas de extremidades inferiores,36-45,0.9
I83,Venas varicosas de extremidades inferiores,46-55,1.03
I83,Venas varicosas de extremidades inferiores,56-65,1.26
I89,Otros trastornos no infecciosos de vasos y ganglios linfáticos,16-25,0.87
I89,Otros trastornos no infecciosos de vasos y ganglios linfáticos,26-35,0.77
I89,Otros trastornos no infecciosos de vasos y ganglios linfáticos,36-45,0.83
I89,Otros trastornos no infecciosos de vasos y ganglios linfáticos,46-55,1.04
I89,Otros trastornos no infecciosos de vasos y ganglios linfáticos,56-65,1.32
J00,Nasofaringitis aguda [resfriado común],16-25,0.65
J00,Nasofaringitis aguda [resfriado común],26-35,0.81
J00,Nasofaringitis aguda [resfriado común],36-45,0.98
J00,Nasofaringitis aguda [resfriado común],46-55,1.18
J00,Nasofaringitis aguda [resfriado común],56-65,1.61
J01,Sinusitis aguda,16-25,0.67
J01,Sinusitis aguda,26-35,0.84
J01,Sinusitis aguda,36-45,0.93
J01,Sinusitis aguda,46-55,1.25
J01,Sinusitis aguda,56-65,1.83
J02,Faringitis aguda,16-25,0.7
J02,Faringitis aguda,26-35,0.84
J02,Faringitis aguda,36-45,0.97
J02,Faringitis aguda,46-55,1.25
J02,Faringitis aguda,56-65,1.66
J03,Amigdalitis aguda,16-25,0.89
J03,Amigdalitis aguda,26-35,0.94
J03,Amigdalitis aguda,36-45,1.01
J03,Amigdalitis aguda,46-55,1.29
J03,Amigdalitis aguda,56-65,1.79
J04,Laringitis y traqueítis agudas,16-25,0.66
J04,Laringitis y traqueítis agudas,26-35,0.76
J04,Laringitis y traqueítis agudas,36-45,0.94
J04,Laringitis y traqueítis agudas,46-55,1.2
J04,Laringitis y traqueítis agudas,56-65,1.39
J05,Laringitis aguda obstructiva [crup] y epiglotitis aguda obstructiva,16-25,0.66
J05,Laringitis aguda obstructiva [crup] y epiglotitis aguda obstructiva,26-35,0.76
J05,Laringitis aguda obstructiva [crup] y epiglotitis aguda obstructiva,36-45,0.94
J05,Laringitis aguda obstructiva [crup] y epiglotitis aguda obstructiva,46-55,1.2
J05,Laringitis aguda obstructiva [crup] y epiglotitis aguda obstructiva,56-65,1.39
J06,Infecciones agudas del tracto respiratorio superior de localización múltiple o no especificada,16-25,0.6
J06,Infecciones agudas del tracto respiratorio superior de localización múltiple o no especificada,26-35,0.73
J06,Infecciones agudas del tracto respiratorio superior de localización múltiple o no especificada,36-45,0.9
J06,Infecciones agudas del tracto respiratorio superior de localización múltiple o no especificada,46-55,1.22
J06,Infecciones agudas del tracto respiratorio superior de localización múltiple o no especificada,56-65,1.78
J09,Gripe debida a virus de la gripe identificados,16-25,0.63
J09,Gripe debida a virus de la gripe identificados,26-35,0.64
J09,Gripe debida a virus de la gripe identificados,36-45,0.98
J09,Gripe debida a virus de la gripe identificados,46-55,1.34
J09,Gripe debida a virus de la gripe identificados,56-65,1.41
J10,Gripe debida a otros tipos de virus de la gripe identificados,16-25,0.72
J10,Gripe debida a otros tipos de virus de la gripe identificados,26-35,0.79
J10,Gripe debida a otros tipos de virus de la gripe identificados,36-45,0.93
J10,Gripe debida a otros tipos de virus de la gripe identificados,46-55,1.13
J10,Gripe debida a otros tipos de virus de la gripe identificados,56-65,1.56
J11,Gripe debida a virus de la gripe no identificado,16-25,0.72
J11,Gripe debida a virus de la gripe no identificado,26-35,0.79
J11,Gripe debida a virus de la gripe no identificado,36-45,0.93
J11,Gripe debida a virus de la gripe no identificado,46-55,1.13
J11,Gripe debida a virus de la gripe no identificado,56-65,1.56
J12,"Neumonía vírica, no clasificada bajo otro concepto",16-25,0.76
J12,"Neumonía vírica, no clasificada bajo otro concepto",26-35,0.56
J12,"Neumonía vírica, no clasificada bajo otro concepto",36-45,0.77
J12,"Neumonía vírica, no clasificada bajo otro concepto",46-55,1.1
J12,"Neumonía vírica, no clasificada bajo otro concepto",56-65,1.77
J13,Neumonía por Streptococcus pneumoniae,16-25,0.57
J13,Neumonía por Streptococcus pneumoniae,26-35,0.7
J13,Neumonía por Streptococcus pneumoniae,36-45,0.85
J13,Neumonía por Streptococcus pneumoniae,46-55,1.23
J13,Neumonía por Streptococcus pneumoniae,56-65,1.34
J15,"Neumonía bacteriana, no clasificable bajo otro concepto",16-25,0.63
J15,"Neumonía bacteriana, no clasificable bajo otro concepto",26-35,0.71
J15,"Neumonía bacteriana, no clasificable bajo otro concepto",36-45,0.82
J15,"Neumonía bacteriana, no clasificable bajo otro concepto",46-55,1.15
J15,"Neumonía bacteriana, no clasificable bajo otro concepto",56-65,1.52
J16,"Neumonía por otros microorganismos infecciosos, no clasificados bajo otro concepto",16-25,0.38
J16,"Neumonía por otros microorganismos infecciosos, no clasificados bajo otro concepto",26-35,0.73
J16,"Neumonía por otros microorganismos infecciosos, no clasificados bajo otro concepto",36-45,0.83
J16,"Neumonía por otros microorganismos infecciosos, no clasificados bajo otro concepto",46-55,1.31
J16,"Neumonía por otros microorganismos infecciosos, no clasificados bajo otro concepto",56-65,1.39
J17,Neumonía en enfermedades clasificadas bajo otro concepto,16-25,0.44
J17,Neumonía en enfermedades clasificadas bajo otro concepto,26-35,0.78
J17,Neumonía en enfermedades clasificadas bajo otro concepto,36-45,0.69
J17,Neumonía en enfermedades clasificadas bajo otro concepto,46-55,1.13
J17,Neumonía en enfermedades clasificadas bajo otro concepto,56-65,1.74
J18,"Neumonía, microorganismo no especificado",16-25,0.61
J18,"Neumonía, microorganismo no especificado",26-35,0.72
J18,"Neumonía, microorganismo no especificado",36-45,0.81
J18,"Neumonía, microorganismo no especificado",46-55,1.17
J18,"Neumonía, microorganismo no especificado",56-65,1.55
J20,Bronquitis aguda,16-25,0.59
J20,Bronquitis aguda,26-35,0.8
J20,Bronquitis aguda,36-45,0.91
J20,Bronquitis aguda,46-55,1.13
J20,Bronquitis aguda,56-65,1.67
J21,Bronquiolitis aguda,16-25,0.61
J21,Bronquiolitis aguda,26-35,0.67
J21,Bronquiolitis aguda,36-45,0.83
J21,Bronquiolitis aguda,46-55,1.1
J21,Bronquiolitis aguda,56-65,1.53
J30,Rinitis vasomotora y alérgica,16-25,0.75
J30,Rinitis vasomotora y alérgica,26-35,0.8
J30,Rinitis vasomotora y alérgica,36-45,1.05
J30,Rinitis vasomotora y alérgica,46-55,1.25
J30,Rinitis vasomotora y alérgica,56-65,1.33
J31,"Rinitis, faringitis y rinofaringitis crónica",16-25,0.59
J31,"Rinitis, faringitis y rinofaringitis crónica",26-35,0.83
J31,"Rinitis, faringitis y rinofaringitis crónica",36-45,0.91
J31,"Rinitis, faringitis y rinofaringitis crónica",46-55,1.17
J31,"Rinitis, faringitis y rinofaringitis crónica",56-65,1.58
J32,Sinusitis crónica,16-25,0.73
J32,Sinusitis crónica,26-35,0.78
J32,Sinusitis crónica,36-45,0.92
J32,Sinusitis crónica,46-55,1.22
J32,Sinusitis crónica,56-65,1.62
J33,Pólipo nasal,16-25,0.91
J33,Pólipo nasal,26-35,0.86
J33,Pólipo nasal,36-45,0.92
J33,Pólipo nasal,46-55,1.04
J33,Pólipo nasal,56-65,1.26
J34,Otras enfermedades y las no especificadas de la nariz y de los senos nasales,16-25,0.86
J34,Otras enfermedades y las no especificadas de la nariz y de los senos nasales,26-35,0.93
J34,Otras enfermedades y las no especificadas de la nariz y de los senos nasales,36-45,0.99
J34,Otras enfermedades y las no especificadas de la nariz y de los senos nasales,46-55,1.13
J34,Otras enfermedades y las no especificadas de la nariz y de los senos nasales,56-65,1.19
J35,Enfermedades crónicas de las amígdalas y de las adenoides,16-25,0.72
J35,Enfermedades crónicas de las amígdalas y de las adenoides,26-35,0.87
J35,Enfermedades crónicas de las amígdalas y de las adenoides,36-45,1.03
J35,Enfermedades crónicas de las amígdalas y de las adenoides,46-55,1.26
J35,Enfermedades crónicas de las amígdalas y de las adenoides,56-65,2.76
J36,Absceso periamigdalino,16-25,0.73
J36,Absceso periamigdalino,26-35,0.91
J36,Absceso periamigdalino,36-45,1
J36,Absceso periamigdalino,46-55,1.36
J36,Absceso periamigdalino,56-65,1.39
J37,Laringitis y laringotraqueítis crónicas,16-25,0.44
J37,Laringitis y laringotraqueítis crónicas,26-35,0.63
J37,Laringitis y laringotraqueítis crónicas,36-45,0.83
J37,Laringitis y laringotraqueítis crónicas,46-55,1.15
J37,Laringitis y laringotraqueítis crónicas,56-65,1.76
J38,"Enfermedades de las cuerdas vocales y de la laringe, no clasificables bajo otro concepto",16-25,0.65
J38,"Enfermedades de las cuerdas vocales y de la laringe, no clasificables bajo otro concepto",26-35,0.74
J38,"Enfermedades de las cuerdas vocales y de la laringe, no clasificables bajo otro concepto",36-45,0.92
J38,"Enfermedades de las cuerdas vocales y de la laringe, no clasificables bajo otro concepto",46-55,1.14
J38,"Enfermedades de las cuerdas vocales y de la laringe, no clasificables bajo otro concepto",56-65,1.57
J39,Otras enfermedades del tracto respiratorio superior,16-25,0.65
J39,Otras enfermedades del tracto respiratorio superior,26-35,0.74
J39,Otras enfermedades del tracto respiratorio superior,36-45,0.92
