CÓDIGO,DESCRIPCIÓN,GRUPO DE OCUPACIÓN,RATIO
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,5,1.09
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,7,0.98
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,8,1
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,10,0.97
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,11,1.01
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,12,1.21
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,14,1.08
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,15,1.02
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,16,1
G81,Hemiplejia y hemiparesia,5,0.91
G81,Hemiplejia y hemiparesia,6,0.93
G81,Hemiplejia y hemiparesia,7,1.14
G81,Hemiplejia y hemiparesia,8,1.06
G81,Hemiplejia y hemiparesia,11,0.99
G81,Hemiplejia y hemiparesia,12,1.07
G81,Hemiplejia y hemiparesia,15,0.98
G81,Hemiplejia y hemiparesia,16,1.03
G82,Paraplejia (paraparesia) y tetraplejia (tetraparesia),7,1.15
G82,Paraplejia (paraparesia) y tetraplejia (tetraparesia),15,0.83
G83,Otros síndromes paralíticos,7,1.15
G83,Otros síndromes paralíticos,15,0.83
G90,Trastornos del sistema nervioso autónomo,5,1.06
G90,Trastornos del sistema nervioso autónomo,7,1.12
G90,Trastornos del sistema nervioso autónomo,15,1.13
G90,Trastornos del sistema nervioso autónomo,16,1.08
G91,Hidrocefalia,2,0.99
G91,Hidrocefalia,4,1.01
G91,Hidrocefalia,5,1.15
G91,Hidrocefalia,7,1.07
G91,Hidrocefalia,8,0.99
G91,Hidrocefalia,12,1.11
G91,Hidrocefalia,15,0.87
G92,Encefalopatía tóxica,4,1.03
G92,Encefalopatía tóxica,7,1.15
G92,Encefalopatía tóxica,15,0.88
G93,Otros trastornos del cerebro,1,0.99
G93,Otros trastornos del cerebro,2,0.94
G93,Otros trastornos del cerebro,3,1.15
G93,Otros trastornos del cerebro,4,1.03
G93,Otros trastornos del cerebro,5,1.07
G93,Otros trastornos del cerebro,6,1.06
G93,Otros trastornos del cerebro,7,1.16
G93,Otros trastornos del cerebro,8,1
G93,Otros trastornos del cerebro,9,0.86
G93,Otros trastornos del cerebro,10,1.06
G93,Otros trastornos del cerebro,11,1.11
G93,Otros trastornos del cerebro,12,1.11
G93,Otros trastornos del cerebro,13,1
G93,Otros trastornos del cerebro,14,1.07
G93,Otros trastornos del cerebro,15,1.03
G93,Otros trastornos del cerebro,16,1.06
G95,Otras enfermedades de médula espinal y las no especificadas,2,1.03
G95,Otras enfermedades de médula espinal y las no especificadas,4,1.08
G95,Otras enfermedades de médula espinal y las no especificadas,5,0.94
G95,Otras enfermedades de médula espinal y las no especificadas,7,1.1
G95,Otras enfermedades de médula espinal y las no especificadas,8,0.96
G95,Otras enfermedades de médula espinal y las no especificadas,10,1.01
G95,Otras enfermedades de médula espinal y las no especificadas,11,1.08
G95,Otras enfermedades de médula espinal y las no especificadas,12,0.99
G95,Otras enfermedades de médula espinal y las no especificadas,15,0.98
G95,Otras enfermedades de médula espinal y las no especificadas,16,0.97
G96,Otros trastornos del sistema nervioso central,2,0.84
G96,Otros trastornos del sistema nervioso central,7,0.98
G96,Otros trastornos del sistema nervioso central,8,0.85
G96,Otros trastornos del sistema nervioso central,15,1.04
G96,Otros trastornos del sistema nervioso central,16,1.23
H02,Otros trastornos del párpado,8,1.01
H10,Conjuntivitis,2,0.95
H10,Conjuntivitis,7,0.83
H10,Conjuntivitis,15,0.79
H10,Conjuntivitis,16,1.44
H11,Otros trastornos de conjuntiva,2,0.95
H11,Otros trastornos de conjuntiva,7,0.83
H11,Otros trastornos de conjuntiva,15,0.79
H11,Otros trastornos de conjuntiva,16,1.44
H15,Trastornos de esclerótica,1,1.41
H15,Trastornos de esclerótica,2,0.88
H15,Trastornos de esclerótica,3,1.07
H15,Trastornos de esclerótica,4,1.32
H15,Trastornos de esclerótica,5,0.94
H15,Trastornos de esclerótica,6,0.84
H15,Trastornos de esclerótica,7,1.17
H15,Trastornos de esclerótica,8,0.88
H15,Trastornos de esclerótica,10,1.17
H15,Trastornos de esclerótica,11,1.34
H15,Trastornos de esclerótica,12,1.28
H15,Trastornos de esclerótica,13,1.16
H15,Trastornos de esclerótica,14,1.37
H15,Trastornos de esclerótica,15,0.99
H15,Trastornos de esclerótica,16,1.33
H16,Queratitis,2,0.95
H16,Queratitis,4,1.15
H16,Queratitis,5,1.13
H16,Queratitis,6,1.11
H16,Queratitis,7,1.28
H16,Queratitis,8,0.94
H16,Queratitis,10,1.35
H16,Queratitis,11,1.12
H16,Queratitis,12,1.57
H16,Queratitis,14,1.41
H16,Queratitis,15,1.19
H16,Queratitis,16,1.19
H18,Otros trastornos de córnea,2,0.9
H18,Otros trastornos de córnea,4,1.14
H18,Otros trastornos de córnea,5,1.04
H18,Otros trastornos de córnea,7,1.26
H18,Otros trastornos de córnea,8,0.71
H18,Otros trastornos de córnea,12,1.19
H18,Otros trastornos de córnea,15,0.84
H18,Otros trastornos de córnea,16,1.23
H25,Catarata relacionada con la edad,1,1.59
H25,Catarata relacionada con la edad,2,0.85
H25,Catarata relacionada con la edad,3,1.64
H25,Catarata relacionada con la edad,4,1.04
H25,Catarata relacionada con la edad,5,0.95
H25,Catarata relacionada con la edad,6,0.98
H25,Catarata relacionada con la edad,7,1.24
H25,Catarata relacionada con la edad,8,0.84
H25,Catarata relacionada con la edad,10,1.61
H25,Catarata relacionada con la edad,11,1.79
H25,Catarata relacionada con la edad,12,1.51
H25,Catarata relacionada con la edad,13,2.03
H25,Catarata relacionada con la edad,14,1.74
H25,Catarata relacionada con la edad,15,1.03
H25,Catarata relacionada con la edad,16,1.58
H26,Otras cataratas,1,1.59
H26,Otras cataratas,2,0.85
H26,Otras cataratas,3,1.64
H26,Otras cataratas,4,1.04
H26,Otras cataratas,5,0.95
H26,Otras cataratas,6,0.98
H26,Otras cataratas,7,1.24
H26,Otras cataratas,8,0.84
H26,Otras cataratas,10,1.61
H26,Otras cataratas,11,1.79
H26,Otras cataratas,12,1.51
H26,Otras cataratas,13,2.03
H26,Otras cataratas,14,1.74
H26,Otras cataratas,15,1.03
H26,Otras cataratas,16,1.58
H27,Otros trastornos de cristalino,1,1.41
H27,Otros trastornos de cristalino,2,0.88
H27,Otros trastornos de cristalino,3,1.07
H27,Otros trastornos de cristalino,4,1.32
H27,Otros trastornos de cristalino,5,0.94
H27,Otros trastornos de cristalino,6,0.84
H27,Otros trastornos de cristalino,7,1.17
H27,Otros trastornos de cristalino,8,0.88
H27,Otros trastornos de cristalino,10,1.17
H27,Otros trastornos de cristalino,11,1.34
H27,Otros trastornos de cristalino,12,1.28
H27,Otros trastornos de cristalino,13,1.16
H27,Otros trastornos de cristalino,14,1.37
H27,Otros trastornos de cristalino,15,0.99
H27,Otros trastornos de cristalino,16,1.33
H33,Desprendimientos y rotura de retina,1,1.13
H33,Desprendimientos y rotura de retina,2,0.82
H33,Desprendimientos y rotura de retina,3,1.07
H33,Desprendimientos y rotura de retina,4,1.28
H33,Desprendimientos y rotura de retina,5,1.01
H33,Desprendimientos y rotura de retina,6,0.96
H33,Desprendimientos y rotura de retina,7,1.06
H33,Desprendimientos y rotura de retina,8,0.97
H33,Desprendimientos y rotura de retina,9,1.44
H33,Desprendimientos y rotura de retina,10,1.16
H33,Desprendimientos y rotura de retina,11,1.33
H33,Desprendimientos y rotura de retina,12,1.26
H33,Desprendimientos y rotura de retina,13,1.3
H33,Desprendimientos y rotura de retina,14,1.27
H33,Desprendimientos y rotura de retina,15,1.02
H33,Desprendimientos y rotura de retina,16,1.1
H34,Oclusiones vasculares retinianas,1,1.09
H34,Oclusiones vasculares retinianas,2,0.8
H34,Oclusiones vasculares retinianas,3,1.19
H34,Oclusiones vasculares retinianas,4,1.1
H34,Oclusiones vasculares retinianas,5,1.03
H34,Oclusiones vasculares retinianas,6,0.93
H34,Oclusiones vasculares retinianas,7,1.12
H34,Oclusiones vasculares retinianas,8,1.01
H34,Oclusiones vasculares retinianas,10,1.15
H34,Oclusiones vasculares retinianas,11,1.13
H34,Oclusiones vasculares retinianas,12,1.04
H34,Oclusiones vasculares retinianas,13,1.1
H34,Oclusiones vasculares retinianas,14,1.2
H34,Oclusiones vasculares retinianas,15,0.93
H34,Oclusiones vasculares retinianas,16,1.19
H35,Otros trastornos de retina,1,1.09
H35,Otros trastornos de retina,2,0.8
H35,Otros trastornos de retina,3,1.19
H35,Otros trastornos de retina,4,1.1
H35,Otros trastornos de retina,5,1.03
H35,Otros trastornos de retina,6,0.93
H35,Otros trastornos de retina,7,1.12
H35,Otros trastornos de retina,8,1.01
H35,Otros trastornos de retina,10,1.15
H35,Otros trastornos de retina,11,1.13
H35,Otros trastornos de retina,12,1.04
H35,Otros trastornos de retina,13,1.1
H35,Otros trastornos de retina,14,1.2
H35,Otros trastornos de retina,15,0.93
H35,Otros trastornos de retina,16,1.19
H40,Glaucoma,1,1.09
H40,Glaucoma,2,0.93
H40,Glaucoma,4,1.23
H40,Glaucoma,5,0.98
H40,Glaucoma,6,1.08
H40,Glaucoma,7,1.17
H40,Glaucoma,8,1.17
H40,Glaucoma,11,1.18
H40,Glaucoma,12,1.14
H40,Glaucoma,14,1.36
H40,Glaucoma,15,1.12
H40,Glaucoma,16,1.09
H43,Trastornos del cuerpo vítreo,1,1.41
H43,Trastornos del cuerpo vítreo,2,0.88
H43,Trastornos del cuerpo vítreo,3,1.07
H43,Trastornos del cuerpo vítreo,4,1.32
H43,Trastornos del cuerpo vítreo,5,0.94
H43,Trastornos del cuerpo vítreo,6,0.84
H43,Trastornos del cuerpo vítreo,7,1.17
H43,Trastornos del cuerpo vítreo,8,0.88
H43,Trastornos del cuerpo vítreo,10,1.17
H43,Trastornos del cuerpo vítreo,11,1.34
H43,Trastornos del cuerpo vítreo,12,1.28
H43,Trastornos del cuerpo vítreo,13,1.16
H43,Trastornos del cuerpo vítreo,14,1.37
H43,Trastornos del cuerpo vítreo,15,0.99
H43,Trastornos del cuerpo vítreo,16,1.33
H44,Trastornos del globo ocular,2,0.92
H44,Trastornos del globo ocular,4,1.28
H44,Trastornos del globo ocular,5,1.27
H44,Trastornos del globo ocular,6,1.12
H44,Trastornos del globo ocular,7,1.22
H44,Trastornos del globo ocular,8,0.99
H44,Trastornos del globo ocular,10,1.15
H44,Trastornos del globo ocular,11,1.15
H44,Trastornos del globo ocular,12,1.11
H44,Trastornos del globo ocular,15,0.97
H44,Trastornos del globo ocular,16,1.06
H46,Neuritis óptica,2,0.84
H46,Neuritis óptica,4,1.11
H46,Neuritis óptica,5,1.12
H46,Neuritis óptica,7,1.18
H46,Neuritis óptica,8,1
H46,Neuritis óptica,12,1.15
H46,Neuritis óptica,13,1.38
H46,Neuritis óptica,14,0.98
H46,Neuritis óptica,15,1.13
H46,Neuritis óptica,16,1.03
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,2,0.84
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,4,1.11
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,5,1.12
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,7,1.18
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,8,1
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,12,1.15
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,13,1.38
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,14,0.98
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,15,1.13
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,16,1.03
H52,Trastornos de refracción y acomodación,2,0.93
H52,Trastornos de refracción y acomodación,5,1.47
H52,Trastornos de refracción y acomodación,15,1.87
H53,Problemas visuales,1,1.12
H53,Problemas visuales,2,0.73
H53,Problemas visuales,4,1.04
H53,Problemas visuales,5,1.2
H53,Problemas visuales,6,1.16
H53,Problemas visuales,7,1.2
H53,Problemas visuales,8,1.07
H53,Problemas visuales,11,1.17
H53,Problemas visuales,12,1.12
H53,Problemas visuales,13,1.09
H53,Problemas visuales,14,1.16
H53,Problemas visuales,15,1
H53,Problemas visuales,16,1.17
H54,Ceguera y baja visión,2,0.78
H54,Ceguera y baja visión,4,1.32
H54,Ceguera y baja visión,5,0.89
H54,Ceguera y baja visión,7,1.03
H54,Ceguera y baja visión,8,0.88
H54,Ceguera y baja visión,11,1.15
H54,Ceguera y baja visión,12,1.1
H54,Ceguera y baja visión,14,1.22
H54,Ceguera y baja visión,15,0.93
H54,Ceguera y baja visión,16,0.97
H55,Nistagmo y otros movimientos oculares irregulares,1,1.41
H55,Nistagmo y otros movimientos oculares irregulares,2,0.88
H55,Nistagmo y otros movimientos oculares irregulares,3,1.07
H55,Nistagmo y otros movimientos oculares irregulares,4,1.32
H55,Nistagmo y otros movimientos oculares irregulares,5,0.94
H55,Nistagmo y otros movimientos oculares irregulares,6,0.84
H55,Nistagmo y otros movimientos oculares irregulares,7,1.17
H55,Nistagmo y otros movimientos oculares irregulares,8,0.88
H55,Nistagmo y otros movimientos oculares irregulares,10,1.17
H55,Nistagmo y otros movimientos oculares irregulares,11,1.34
H55,Nistagmo y otros movimientos oculares irregulares,12,1.28
H55,Nistagmo y otros movimientos oculares irregulares,13,1.16
H55,Nistagmo y otros movimientos oculares irregulares,14,1.37
H55,Nistagmo y otros movimientos oculares irregulares,15,0.99
H55,Nistagmo y otros movimientos oculares irregulares,16,1.33
H57,Otros trastornos del ojo y sus anexos,1,1.41
H57,Otros trastornos del ojo y sus anexos,2,0.88
H57,Otros trastornos del ojo y sus anexos,3,1.07
H57,Otros trastornos del ojo y sus anexos,4,1.32
H57,Otros trastornos del ojo y sus anexos,5,0.94
H57,Otros trastornos del ojo y sus anexos,6,0.84
H57,Otros trastornos del ojo y sus anexos,7,1.17
H57,Otros trastornos del ojo y sus anexos,8,0.88
H57,Otros trastornos del ojo y sus anexos,10,1.17
H57,Otros trastornos del ojo y sus anexos,11,1.34
H57,Otros trastornos del ojo y sus anexos,12,1.28
H57,Otros trastornos del ojo y sus anexos,13,1.16
H57,Otros trastornos del ojo y sus anexos,14,1.37
H57,Otros trastornos del ojo y sus anexos,15,0.99
H57,Otros trastornos del ojo y sus anexos,16,1.33
H65,Otitis media no supurativa,15,1.18
H66,Otitis media supurativa y no especificada,15,1.24
H67,Otitis media en enfermedades clasificadas bajo otro concepto,15,1.24
H68,Salpingitis y obstrucción de la trompa de Eustaquio,15,1.18
H69,Otros trastornos y los no especificados de la trompa de Eustaquio,15,1.18
H71,Colesteatoma del oído medio,2,0.8
H71,Colesteatoma del oído medio,4,1
H71,Colesteatoma del oído medio,7,1.24
H71,Colesteatoma del oído medio,14,1.37
H71,Colesteatoma del oído medio,15,1.24
H71,Colesteatoma del oído medio,16,0.98
H74,Otros trastornos del oído medio y mastoides,2,0.8
H74,Otros trastornos del oído medio y mastoides,4,1
H74,Otros trastornos del oído medio y mastoides,7,1.24
H74,Otros trastornos del oído medio y mastoides,14,1.37
H74,Otros trastornos del oído medio y mastoides,15,1.24
H74,Otros trastornos del oído medio y mastoides,16,0.98
H81,Trastornos de la función vestibular,1,1.26
H81,Trastornos de la función vestibular,2,0.82
H81,Trastornos de la función vestibular,3,1.3
H81,Trastornos de la función vestibular,4,1.16
H81,Trastornos de la función vestibular,5,0.98
H81,Trastornos de la función vestibular,6,0.95
H81,Trastornos de la función vestibular,7,1.11
H81,Trastornos de la función vestibular,8,0.94
H81,Trastornos de la función vestibular,9,1.31
H81,Trastornos de la función vestibular,10,1.07
H81,Trastornos de la función vestibular,11,1.27
H81,Trastornos de la función vestibular,12,1.18
H81,Trastornos de la función vestibular,13,1.15
H81,Trastornos de la función vestibular,14,1.4
H81,Trastornos de la función vestibular,15,0.96
H81,Trastornos de la función vestibular,16,1.14
H83,Otras enfermedades del oído interno,1,1.26
H83,Otras enfermedades del oído interno,2,0.82
H83,Otras enfermedades del oído interno,3,1.3
H83,Otras enfermedades del oído interno,4,1.16
H83,Otras enfermedades del oído interno,5,0.98
H83,Otras enfermedades del oído interno,6,0.95
H83,Otras enfermedades del oído interno,7,1.11
H83,Otras enfermedades del oído interno,8,0.94
H83,Otras enfermedades del oído interno,9,1.31
H83,Otras enfermedades del oído interno,10,1.07
H83,Otras enfermedades del oído interno,11,1.27
H83,Otras enfermedades del oído interno,12,1.18
H83,Otras enfermedades del oído interno,13,1.15
H83,Otras enfermedades del oído interno,14,1.4
H83,Otras enfermedades del oído interno,15,0.96
H83,Otras enfermedades del oído interno,16,1.14
H90,Pérdida auditiva conductiva y neurosensorial,2,0.86
H90,Pérdida auditiva conductiva y neurosensorial,4,1.22
H90,Pérdida auditiva conductiva y neurosensorial,5,1.16
H90,Pérdida auditiva conductiva y neurosensorial,6,1.27
H90,Pérdida auditiva conductiva y neurosensorial,7,1.05
H90,Pérdida auditiva conductiva y neurosensorial,8,0.99
H90,Pérdida auditiva conductiva y neurosensorial,11,1.12
H90,Pérdida auditiva conductiva y neurosensorial,12,1.29
H90,Pérdida auditiva conductiva y neurosensorial,14,1.32
H90,Pérdida auditiva conductiva y neurosensorial,15,0.83
H90,Pérdida auditiva conductiva y neurosensorial,16,1.07
H91,Otros tipos de pérdida de audición y los no especificados,2,0.86
H91,Otros tipos de pérdida de audición y los no especificados,4,1.22
H91,Otros tipos de pérdida de audición y los no especificados,5,1.16
H91,Otros tipos de pérdida de audición y los no especificados,6,1.27
H91,Otros tipos de pérdida de audición y los no especificados,7,1.05
H91,Otros tipos de pérdida de audición y los no especificados,8,0.99
H91,Otros tipos de pérdida de audición y los no especificados,11,1.12
H91,Otros tipos de pérdida de audición y los no especificados,12,1.29
